ID	H01.metaphlan2.profile	H02.metaphlan2.profile	H03.metaphlan2.profile	H04.metaphlan2.profile	H05.metaphlan2.profile	H06.metaphlan2.profile	H07.metaphlan2.profile	H08.metaphlan2.profile	H09.metaphlan2.profile	H10.metaphlan2.profile	H11.metaphlan2.profile	H12.metaphlan2.profile	H13.metaphlan2.profile	P01.metaphlan2.profile	P02.metaphlan2.profile	P03.metaphlan2.profile	P04.metaphlan2.profile	P05.metaphlan2.profile	P06.metaphlan2.profile	P07.metaphlan2.profile	P08.metaphlan2.profile	P09.metaphlan2.profile	P10.metaphlan2.profile	P11.metaphlan2.profile	P12.metaphlan2.profile	P13.metaphlan2.profile	P14.metaphlan2.profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__Streptococcus_constellatus_unclassified	0.15054	0.0	0.0	0.0	0.0	0.80696	0.0212	0.05323	0.24914	0.0	0.0	0.0	0.0	0.01543	0.0	0.04872	0.0	0.11408	0.0	0.13246	0.03041	0.0	0.03707	0.35067	0.07771	0.0	0.16056
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	0.06962	0.02359	0.17685	0.14129	0.15307	0.0	0.43767	0.33649	0.14413	0.0	0.03566	0.02544	0.0	0.51229	0.28211	0.24725	0.68084	1.7722	0.32786	0.10161	0.30859	0.07057	0.29537	0.86027	0.16504	0.18001	0.10216
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus|t__Streptococcus_cristatus_unclassified	0.06962	0.02359	0.17685	0.14129	0.15307	0.0	0.43767	0.33649	0.14413	0.0	0.03566	0.02544	0.0	0.51229	0.28211	0.24725	0.68084	1.7722	0.32786	0.10161	0.30859	0.07057	0.29537	0.86027	0.16504	0.18001	0.10216
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0.00933	0.11439	0.06921	0.20635	0.01779	0.0	0.21034	0.16943	0.12439	0.00492	0.0	0.0	0.0	0.9271	3.56505	0.12178	0.0	0.74005	0.2585	0.07626	0.26094	0.0802	0.3273	0.15828	0.1493	0.0	0.27059
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__GCF_000017005	0.00933	0.11439	0.06921	0.20635	0.01779	0.0	0.21034	0.16943	0.12439	0.00492	0.0	0.0	0.0	0.9271	3.56505	0.12178	0.0	0.74005	0.2585	0.07626	0.26094	0.0802	0.3273	0.15828	0.1493	0.0	0.27059
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0.40473	2.33692	1.51995	3.47875	4.53041	2.09647	2.75351	5.65567	5.96551	1.77806	1.52499	1.47554	1.88727	1.14545	0.39764	0.4706	0.82872	1.1254	2.25078	0.53349	0.0	1.73596	0.47704	0.86416	0.46854	3.94442	0.56439
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified	0.40473	2.33692	1.51995	3.47875	4.53041	2.09647	2.75351	5.65567	5.96551	1.77806	1.52499	1.47554	1.88727	1.14545	0.39764	0.4706	0.82872	1.1254	2.25078	0.53349	0.0	1.73596	0.47704	0.86416	0.46854	3.94442	0.56439
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	0.16157	0.09983	0.0	0.00584	0.06475	0.02485	0.18147	0.08282	0.29364	0.08208	0.02109	0.07555	0.16394	0.03059	0.31054	0.0	0.0	0.0	0.01099	0.07622	0.12472	0.0	0.327	0.57764	0.13619	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius|t__Streptococcus_intermedius_unclassified	0.16157	0.09983	0.0	0.00584	0.06475	0.02485	0.18147	0.08282	0.29364	0.08208	0.02109	0.07555	0.16394	0.03059	0.31054	0.0	0.0	0.0	0.01099	0.07622	0.12472	0.0	0.327	0.57764	0.13619	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis|t__Streptococcus_massiliensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	0.66926	1.55254	0.55003	2.25362	1.44628	3.40204	1.48633	3.87864	0.78824	0.63534	0.62678	8.75475	3.13537	1.0818	3.78036	1.23948	4.396	2.79819	1.3375	0.14516	2.2828	7.68991	1.45702	0.80196	0.20747	5.80565	1.42219
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified	0.66926	1.55254	0.55003	2.25362	1.44628	3.40204	1.48633	3.87864	0.78824	0.63534	0.62678	8.75475	3.13537	1.0818	3.78036	1.23948	4.396	2.79819	1.3375	0.14516	2.2828	7.68991	1.45702	0.80196	0.20747	5.80565	1.42219
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	0.0	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	2.19836	0.36582	0.0	0.0	0.0	0.0	0.0	0.0	0.01272	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__Streptococcus_mutans_unclassified	0.0	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	2.19836	0.36582	0.0	0.0	0.0	0.0	0.0	0.0	0.01272	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans	0.02633	0.0	0.28403	0.03736	0.12808	0.0	0.01774	0.08035	0.0221	0.0	0.0	0.0	0.0	0.03741	0.08741	0.0463	0.31963	0.58499	0.09049	0.08845	0.0	0.0	0.16939	0.35592	0.06774	0.0	0.13672
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans|t__GCF_000385925	0.02633	0.0	0.28403	0.03736	0.12808	0.0	0.01774	0.08035	0.0221	0.0	0.0	0.0	0.0	0.03741	0.08741	0.0463	0.31963	0.58499	0.09049	0.08845	0.0	0.0	0.16939	0.35592	0.06774	0.0	0.13672
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.03316	4.31299	0.16268	0.79454	2.07613	0.4273	12.00945	5.72403	2.10622	1.28135	1.53924	0.08368	5.06234	8.58463	0.94767	6.65802	1.56984	0.2275	2.226	0.17935	0.24165	0.97093	0.0	2.84661	5.69153	0.50065	0.20644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__Streptococcus_parasanguinis_unclassified	0.03316	4.31299	0.16268	0.79454	2.07613	0.4273	12.00945	5.72403	2.10622	1.28135	1.53924	0.08368	5.06234	8.58463	0.94767	6.65802	1.56984	0.2275	2.226	0.17935	0.24165	0.97093	0.0	2.84661	5.69153	0.50065	0.20644
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	0.0	0.00864	0.0	0.01874	0.03821	0.0	0.03179	0.04298	0.02431	0.0	0.0	0.0	0.0	0.03709	0.0	0.01738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris|t__GCF_000187585	0.0	0.00864	0.0	0.01874	0.03821	0.0	0.03179	0.04298	0.02431	0.0	0.0	0.0	0.0	0.03709	0.0	0.01738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	0.0	0.00834	0.0	0.0	0.0	0.0	0.01441	0.0	0.15584	0.0	0.0	0.0	0.0	0.01995	0.0	0.0	0.0	0.0	0.05011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae|t__Streptococcus_pseudopneumoniae_unclassified	0.0	0.00834	0.0	0.0	0.0	0.0	0.01441	0.0	0.15584	0.0	0.0	0.0	0.0	0.01995	0.0	0.0	0.0	0.0	0.05011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.11705	0.28422	0.15809	0.15	0.05549	0.81398	1.65894	0.10913	0.07279	0.02904	0.13973	0.0	2.42619	0.99585	0.46168	0.55912	0.06942	0.0	0.01841	0.04392	0.13564	0.0	0.0	1.16972	2.63113	0.15085	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__Streptococcus_salivarius_unclassified	0.11705	0.28422	0.15809	0.15	0.05549	0.81398	1.65894	0.10913	0.07279	0.02904	0.13973	0.0	2.42619	0.99585	0.46168	0.55912	0.06942	0.0	0.01841	0.04392	0.13564	0.0	0.0	1.16972	2.63113	0.15085	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0.51185	0.67373	1.15355	1.71393	1.25239	2.05355	2.19138	3.58518	0.95282	1.93998	0.91416	5.01367	0.53631	1.05373	8.07646	1.40341	5.49764	1.85229	0.41457	0.82182	0.4531	1.71819	2.11695	8.49601	0.60283	3.50326	1.72471
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__Streptococcus_sanguinis_unclassified	0.51185	0.67373	1.15355	1.71393	1.25239	2.05355	2.19138	3.58518	0.95282	1.93998	0.91416	5.01367	0.53631	1.05373	8.07646	1.40341	5.49764	1.85229	0.41457	0.82182	0.4531	1.71819	2.11695	8.49601	0.60283	3.50326	1.72471
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_AS14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_AS14|t__GCF_000286495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_GMD5S	0.0	0.0	1.29066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_GMD5S|t__GCF_000298715	0.0	0.0	1.29066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_SK140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17859	2.81763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_SK140|t__GCF_000259525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17859	2.81763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus	0.02864	0.0	0.0	0.16687	0.0051	0.02646	0.08882	0.19878	0.68688	0.0	0.0	0.11044	0.0	0.3256	0.69201	0.06666	0.0099	0.22106	0.14969	0.0	0.17743	0.38793	0.02114	0.0	0.02799	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus|t__Streptococcus_tigurinus_unclassified	0.02864	0.0	0.0	0.16687	0.0051	0.02646	0.08882	0.19878	0.68688	0.0	0.0	0.11044	0.0	0.3256	0.69201	0.06666	0.0099	0.22106	0.14969	0.0	0.17743	0.38793	0.02114	0.0	0.02799	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14781	0.0	0.30358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11026	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14781	0.0	0.30358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11026	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	2.47407	0.98396	1.52869	1.1032	0.81198	7.79075	1.83611	1.36391	1.30259	0.57182	2.19601	0.86339	6.31954	10.82432	13.11684	3.96623	1.10744	11.55969	4.95215	7.04582	11.59699	4.00084	5.85622	2.88349	3.95593	8.72235	11.05756
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.47407	0.98396	1.52869	1.1032	0.81198	7.79075	1.83611	1.36391	1.30259	0.57182	2.19601	0.86339	6.31954	10.82432	13.11684	3.96623	1.10744	11.55969	4.95215	7.04582	11.59699	4.00084	5.85622	2.88349	3.95593	8.72235	11.05756
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.37486	0.01668	0.22436	0.07148	0.05322	1.07797	0.22211	0.0915	0.16783	0.03457	0.25089	0.0	0.71825	1.10836	0.54753	0.40989	0.02112	0.14635	0.78889	0.84591	1.91687	0.85306	0.27731	0.11115	0.73998	0.92878	0.45818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname	0.23027	0.00941	0.04397	0.03389	0.03242	0.59589	0.15187	0.05887	0.12491	0.01625	0.16258	0.0	0.2118	0.40298	0.0	0.10766	0.0	0.0	0.43327	0.51425	0.78538	0.0	0.11692	0.03094	0.4581	0.0	0.45818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum	0.23027	0.00941	0.04397	0.03389	0.03242	0.59589	0.15187	0.05887	0.12491	0.01625	0.16258	0.0	0.2118	0.40298	0.0	0.10766	0.0	0.0	0.43327	0.51425	0.78538	0.0	0.11692	0.03094	0.4581	0.0	0.45818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum|t__GCF_000242675	0.23027	0.00941	0.04397	0.03389	0.03242	0.59589	0.15187	0.05887	0.12491	0.01625	0.16258	0.0	0.2118	0.40298	0.0	0.10766	0.0	0.0	0.43327	0.51425	0.78538	0.0	0.11692	0.03094	0.4581	0.0	0.45818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.14459	0.00727	0.18039	0.03759	0.0208	0.48208	0.07024	0.03262	0.04292	0.01832	0.08831	0.0	0.50645	0.0	0.54753	0.30224	0.02112	0.14635	0.35561	0.33166	1.13149	0.85306	0.16039	0.08021	0.28188	0.92878	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_CM50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_CM50|t__GCF_000293155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.50164	0.13907	0.31581	0.1342	0.20583	0.22918	0.07645	0.09191	0.2972	0.09912	0.0	0.0	0.0	4.58875	3.47658	0.65575	0.16591	2.46082	1.89583	1.41043	1.79255	0.45495	1.65697	0.83446	0.51937	0.2082	2.72566
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0.50164	0.13907	0.31581	0.1342	0.20583	0.22918	0.07645	0.09191	0.2972	0.09912	0.0	0.0	0.0	4.58875	3.47658	0.65575	0.16591	2.46082	1.89583	1.41043	1.79255	0.45495	1.65697	0.83446	0.51937	0.2082	2.72566
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	0.02859	0.0	0.05598	0.0	0.00222	0.0	0.01353	0.0	0.05491	0.01027	0.0	0.0	0.0	0.84227	1.15832	0.17476	0.04546	0.68333	0.13099	0.13421	0.27158	0.0	0.25359	0.09173	0.14823	0.0	0.54531
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra|t__GCF_000154405	0.02859	0.0	0.05598	0.0	0.00222	0.0	0.01353	0.0	0.05491	0.01027	0.0	0.0	0.0	0.84227	1.15832	0.17476	0.04546	0.68333	0.13099	0.13421	0.27158	0.0	0.25359	0.09173	0.14823	0.0	0.54531
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0.47305	0.13907	0.25982	0.1342	0.20361	0.22918	0.06292	0.09191	0.24229	0.08885	0.0	0.0	0.0	3.74648	2.31826	0.48098	0.12044	1.7775	1.76483	1.27622	1.52097	0.45495	1.40338	0.74273	0.37114	0.2082	2.18034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.09405	0.0556	0.15308	0.07809	0.06742	0.06378	0.19245	0.01904	0.11313	0.12303	0.0	0.0	0.0	3.92049	4.61364	1.34724	0.0	3.22494	0.46513	0.91146	2.5172	1.10628	0.73537	0.67896	0.69099	4.40526	2.03738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.10851	0.0	0.09724	0.0	0.0	0.0	0.0	0.02952	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_bacterium_CM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01701	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_bacterium_CM5|t__GCF_000238135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01701	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_bacterium_OBRC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_bacterium_OBRC8|t__GCF_000293035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_noname_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.10851	0.0	0.05992	0.0	0.0	0.0	0.0	0.02952	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.09405	0.0556	0.15308	0.07809	0.06742	0.06378	0.19245	0.01904	0.11313	0.12303	0.0	0.0	0.0	3.92049	4.59993	1.34724	0.0	3.11642	0.46513	0.81421	2.5172	1.10628	0.7278	0.67896	0.66148	4.40526	2.03738
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy	0.09405	0.0556	0.12111	0.07809	0.06742	0.06378	0.19245	0.01904	0.11313	0.12303	0.0	0.0	0.0	3.67099	3.83388	1.21831	0.0	2.64976	0.43008	0.72496	1.22089	0.77572	0.63339	0.67896	0.4361	3.78255	1.57169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy|t__GCF_000488855	0.09405	0.0556	0.12111	0.07809	0.06742	0.06378	0.19245	0.01904	0.11313	0.12303	0.0	0.0	0.0	3.67099	3.83388	1.21831	0.0	2.64976	0.43008	0.72496	1.22089	0.77572	0.63339	0.67896	0.4361	3.78255	1.57169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum	0.0	0.0	0.03197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2495	0.76606	0.12893	0.0	0.46666	0.03505	0.08925	1.29631	0.33055	0.09441	0.0	0.22538	0.62271	0.46569
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum|t__GCF_000161975	0.0	0.0	0.03197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2495	0.76606	0.12893	0.0	0.46666	0.03505	0.08925	1.29631	0.33055	0.09441	0.0	0.22538	0.62271	0.46569
